SatisfiesConds,Places,Transitions,Arcs,Variables,Conditions,Boundedness,LtsStates,LtsArcs,CgRefStates,CgRefArcs,DeadTransitions,Deadlocks,Soundness,VerificationTime,LtsTime,CgRefTime,Id
True,94,86,221,49,24,False,514,513,0,0,42,False,False,3716,3716,0,6f208b88-a593-4ded-8010-338b0112803b
True,94,84,271,27,25,False,466,465,0,0,34,False,False,3606,3606,0,ce7e91f5-397c-4ff4-8cf7-0721b1b17d8b
True,100,81,277,48,62,False,2953,2952,0,0,21,False,False,94990,94990,0,3ec098ba-7b22-4117-8d94-50d1fac88025
True,99,89,238,35,83,False,561,560,0,0,43,False,False,7830,7830,0,8e4090ad-1f40-41a9-a003-68af0e4f7d13
True,87,86,215,43,40,False,778,777,0,0,31,False,False,13856,13856,0,5918df30-33af-466f-8632-397ac63d4621
True,91,80,233,19,99,False,831,830,0,0,39,False,False,15242,15242,0,94cbe392-e794-49cc-a46f-267dff934643
True,96,79,242,62,86,False,204,203,0,0,32,False,False,3196,3196,0,bec3bafc-7597-4cb6-87ae-09285274ef05
True,93,97,287,25,96,False,1208,1207,0,0,46,False,False,46001,46001,0,546a39f3-5e97-4fa8-ba49-6577ec50a342
True,94,88,267,66,97,False,789,788,0,0,36,False,False,12879,12879,0,56db9172-0c4e-402e-a15b-a501d0db5ad1
True,88,94,218,63,49,False,283,282,0,0,42,False,False,2973,2973,0,f774dbbf-6f52-4bf6-a311-50f78f7dad0e
True,80,82,199,29,55,False,354,358,0,0,38,False,False,2789,2789,0,06bf08c2-75b5-4e0a-ad8b-2fdb3739dc96
True,83,80,206,53,99,False,1291,1290,0,0,29,False,False,21397,21397,0,97b6ac8c-6eb4-4006-9311-2084bb5412fb
True,78,77,216,21,21,False,2162,2161,0,0,31,False,False,19149,19149,0,e62de7fe-6766-43bc-866d-fac6f1190cf5
True,100,86,283,22,76,False,2987,2986,0,0,35,False,False,51619,51619,0,22e7948a-e3a6-480e-80da-0e430b1c8dae
True,87,99,254,19,46,False,446,445,0,0,45,False,False,4275,4275,0,b8aa0699-bafa-4a4e-b227-1503ff55c947
True,80,85,211,49,27,False,330,329,0,0,37,False,False,4924,4924,0,66e6e2c2-bce5-47f3-a6dc-9f28b23d6e44
True,100,79,243,58,30,False,223,222,0,0,34,False,False,1401,1401,0,4d5b5397-ea8e-441b-811b-5ca89cc53679
True,96,98,251,29,21,False,1845,1844,0,0,48,False,False,21466,21466,0,1894b7df-619d-45d8-9075-2fdb2289ec85
True,78,80,224,18,16,False,454,453,0,0,33,False,False,2326,2326,0,03b2831b-9dd4-45ec-9dca-d08c76d2b7ea
True,90,78,214,35,51,False,776,775,0,0,30,False,False,7353,7353,0,bfd76b57-63c8-4061-b06e-d52ad4a29147
True,77,86,205,38,37,False,651,656,0,0,38,False,False,6952,6952,0,414a7a45-9f17-47e0-8697-56aa33ce967c
True,97,94,237,48,94,False,859,858,0,0,31,False,False,30517,30517,0,65b921a0-bd5a-4f58-94bc-6ad6df30357f
True,83,89,227,59,44,False,1002,1001,0,0,38,False,False,25868,25868,0,22b30f81-66ba-4acb-ad99-72868bef0fed
True,80,98,244,64,98,False,593,592,0,0,48,False,False,11224,11224,0,5c3a1dd3-8078-4d32-995f-7c38f8e904c3
True,95,86,278,23,18,False,519,518,0,0,41,False,False,3445,3445,0,5cc5338f-337a-46cb-b9f8-01e5d369a997
True,92,86,218,70,23,False,314,313,0,0,26,False,False,11729,11729,0,8d847561-e322-44c6-83e6-88afb2e87783
True,78,81,217,22,90,False,337,336,0,0,39,False,False,6318,6318,0,20fe2a19-c239-4fbf-afa9-02ff20f54763
True,77,80,225,21,85,False,416,415,0,0,27,False,False,11709,11709,0,f1e02a6c-fb6d-4221-b051-45fe6476844d
True,95,96,269,92,33,False,697,696,0,0,46,False,False,22722,22722,0,a9602117-6940-4817-9d4f-3441e7bd0d2c
True,79,88,210,35,52,False,175,176,0,0,42,False,False,2475,2475,0,c5018696-4273-47e0-ac4d-6251e8a35846
True,93,85,227,51,70,False,843,842,0,0,30,False,False,56594,56594,0,7b305fb9-2678-4de9-8a94-ca6c1cd51c0b
True,92,89,236,39,57,False,867,866,0,0,31,False,False,12526,12526,0,3627157e-272c-45b4-9a3f-a7bc1bf12a6e
True,97,77,224,25,32,False,284,283,0,0,37,False,False,1450,1450,0,c4a6291f-e5df-49c4-aa61-e13200b713cc
True,84,82,220,76,75,False,683,682,0,0,39,False,False,31525,31525,0,8d84cc84-58fa-429e-a62c-c66441575d03
True,97,95,223,54,33,False,443,442,0,0,41,False,False,4126,4126,0,552af756-3415-4a93-9bdf-6efc247da49e
True,84,83,202,83,84,False,380,379,0,0,31,False,False,15426,15426,0,67f3a5b2-1d80-4bb5-aca2-8edb9b0ad12a
True,88,88,244,49,46,False,770,769,0,0,31,False,False,14410,14410,0,9bf043cb-eb6b-4151-b934-10eee2ee798b
True,93,93,248,57,33,False,914,913,0,0,38,False,False,19870,19870,0,a10745c4-1fbe-4c8d-81ef-10e195a11f6f
True,81,83,203,100,40,False,360,359,0,0,36,False,False,9562,9562,0,d7594405-8cd7-46e2-b78b-0790fa55e6ce
True,100,84,228,61,49,False,351,350,0,0,38,False,False,5795,5795,0,3210b704-c16a-437d-a07e-737596fff172
True,90,83,222,90,97,False,282,281,0,0,35,False,False,4721,4721,0,83a2d707-24c0-47c7-894f-6a2319a13dab
True,93,76,227,76,32,False,335,334,0,0,27,False,False,4460,4460,0,bd0b344d-2091-4db6-9342-d41f0520dbde
True,91,80,268,23,39,False,860,859,0,0,35,False,False,7606,7606,0,7cfd38d1-fccb-476b-9623-86eaacd31ea4
True,97,86,250,22,81,False,1978,1977,0,0,28,False,False,25354,25354,0,46ed2b4a-eb20-48e4-8b66-c3f9eef7411e
True,87,86,220,32,84,False,1674,1673,0,0,34,False,False,39624,39624,0,dca21a80-3f04-4080-baae-c16eef6b66a8
True,80,78,204,50,52,False,300,299,0,0,38,False,False,3585,3585,0,b30a938e-d124-46d9-998d-acbe5a115e94
True,92,82,215,26,22,False,366,365,0,0,39,False,False,3026,3026,0,76893e6c-6506-46b2-afc5-33efeebe358f
True,82,80,193,23,82,False,1434,1433,0,0,24,False,False,22810,22810,0,44dbbd5a-a666-46c4-ac63-6392d36fb321
True,84,95,223,81,71,False,306,306,0,0,37,False,False,6968,6968,0,b8740399-bf4e-40e7-9d1d-5782a90e4f6d
True,88,84,265,75,63,False,582,581,0,0,37,False,False,22180,22180,0,d67e9c62-cac3-4456-9efb-674cc69e4a85
True,84,97,229,72,35,False,312,355,0,0,47,False,False,2996,2996,0,9377f1ed-cec2-4c61-9f0f-012167c273bd
True,91,98,237,42,42,False,524,523,0,0,33,False,False,8164,8164,0,5181f10c-de36-4fc4-bedd-49421464ff04
True,82,81,222,44,48,False,591,590,0,0,33,False,False,14719,14719,0,c25da6e1-6f40-4b0d-bce2-1bf3d02877a8
True,95,77,279,71,85,False,3626,3625,0,0,27,False,False,331233,331233,0,b713de26-246b-46a9-936c-28d47e581c2a
True,96,89,224,91,84,False,856,855,0,0,34,False,False,42390,42390,0,57dddc06-e652-4a74-ac74-b9705576c4fc
True,95,83,242,22,58,False,2035,2034,0,0,29,False,False,57020,57020,0,897f4294-277f-4bf7-8509-d4e30438b08c
True,76,77,195,97,47,False,1276,1275,0,0,31,False,False,89280,89280,0,13c93597-f221-4700-bb8d-c3e5a340e086
True,93,84,272,70,31,False,500,499,0,0,39,False,False,4043,4043,0,530d497e-0411-4500-a012-b310b43770f3
True,99,97,272,59,76,False,1764,1763,0,0,44,False,False,30681,30681,0,2df350ea-44f5-4464-a0ed-4605fd8c5c0e
True,86,81,199,42,16,False,473,472,0,0,29,False,False,6453,6453,0,ede9402f-e0c1-4d68-9bcf-b73656c89961
True,77,93,258,19,100,False,3086,3085,0,0,40,False,False,61701,61701,0,de60db20-f73a-4cdb-9969-401bc04f5fd1
True,100,91,235,30,79,False,903,902,0,0,42,False,False,28020,28020,0,db787af9-c4e4-4829-bdc8-c3a5aac30fc5
True,93,100,278,85,42,False,461,460,0,0,42,False,False,27637,27637,0,419a58ad-ae42-4b1b-a01e-4325a712f500
True,96,77,278,79,99,False,323,322,0,0,37,False,False,4350,4350,0,2f48d0d6-28bb-4e28-a81a-c38436399977
True,83,85,200,68,65,False,2072,2071,0,0,24,False,False,68505,68505,0,c1afb7a7-8ccd-4d2a-81aa-03a852d273cb
True,100,94,231,65,94,False,550,549,0,0,43,False,False,9581,9581,0,cc7c40b5-97e7-4d0b-ba9f-bf38b0a2625b
True,91,82,236,77,22,False,484,483,0,0,35,False,False,10884,10884,0,2bfb1f2d-886c-41aa-9a92-f50c55c1e62b
True,82,95,225,72,16,False,542,541,0,0,42,False,False,3684,3684,0,e8c2169e-c83d-4e90-a9a0-0675807e7180
True,95,83,272,55,37,False,571,570,0,0,39,False,False,6102,6102,0,6605ca6f-1808-424a-b3c1-86880e4dd4a8
True,98,78,225,49,74,False,1225,1224,0,0,17,False,False,16304,16304,0,1d5409be-cb70-4b80-9f1b-388883386581
True,95,77,251,92,51,False,314,313,0,0,32,False,False,8018,8018,0,55da389a-a0c5-4d07-920c-2a6de401f87b
True,97,96,265,84,56,False,1434,1433,0,0,41,False,False,31724,31724,0,23ef20a0-d69a-4c2b-ac27-4870bfb6e8b6
True,79,80,193,53,46,False,822,821,0,0,30,False,False,15934,15934,0,841556b3-a48b-4709-b885-cc08086fb7cf
True,87,99,276,31,95,False,1559,1558,0,0,48,False,False,40407,40407,0,730c65b7-fd0b-499c-ab75-1cd6c9d8004d
